099000,,,,,,,,,,
099001,,,,,,,,,,
099002,,,,,,,,,,
099003,,,,,,,,,,
099004,,,,,,,,,,
099005,,,,,,,,,,
099006,,,,,,,,,,
099007,,,,,,,,,,
099008,,,,,,,,,,
099009,,,,,,,,,,
099010,,,,,,,,,,
099011,,,,,,,,,,
099012,,,,,,,,,,
099013,,,,,,,,,,
099014,,,,,,,,,,
099015,,,,,,,,,,
099016,,,,,,,,,,
099017,,,,,,,,,,
099018,,,,,,,,,,
099019,,,,,,,,,,
099020,,,,,,,,,,
099021,,,,,,,,,,
099022,,,,,,,,,,
099023,,,,,,,,,,
099024,,,,,,,,,,
099025,,,,,,,,,,
099026,,,,,,,,,,
099027,,,,,,,,,,
099028,,,,,,,,,,
099029,,,,,,,,,,
099030,,,,,,,,,,
099031,,,,,,,,,,
099032,,,,,,,,,,
099033,,,,,,,,,,
099034,,,,,,,,,,
099035,,,,,,,,,,
099036,,,,,,,,,,
099037,,,,,,,,,,
099038,,,,,,,,,,
099039,,,,,,,,,,
099040,,,,,,,,,,
099041,,,,,,,,,,
099042,,,,,,,,,,
099043,,,,,,,,,,
099044,,,,,,,,,,
099045,,,,,,,,,,
099046,,,,,,,,,,
099047,,,,,,,,,,
099048,,,,,,,,,,
099049,,,,,,,,,,
099050,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本
099051,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本
099052,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本
099053,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,
099054,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,,ＮＴＴ西日本
099055,,,,,,,,,,
099056,,,,,,,,,,
099057,,,,,,,,,,
099058,ＮＴＴ西日本,ＮＴＴ西日本,,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本
099059,,,,,,,,,,
099060,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,,
099061,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,,ＮＴＴ東日本
099062,ＮＴＴ東日本,ＮＴＴ東日本,,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本,ＮＴＴ東日本
099063,ＮＴＴ西日本,,ＮＴＴ西日本,ＮＴＴ西日本,ＮＴＴ西日本,,,,ＮＴＴ西日本,
099064,ＮＴＴ西日本,ＮＴＴ西日本,,,ＮＴＴ西日本,,,ＮＴＴ西日本,ＮＴＴ西日本,
099065,,,,,,,,,,
099066,,,,,,,,,,
099067,,,,,,,,,,
099068,ＮＴＴ西日本,ＮＴＴ西日本,,,,ＮＴＴ西日本,,,,ＮＴＴ西日本
099069,,,,,,,,,,
099070,,,,,,,,,,
099071,,,,,,,,,,
099072,,,,,,,,,,
099073,,,,,,,,,,
099074,,,,,,,,,,
099075,,,,,,,,,,
099076,,,,,,,,,,
099077,,,,,,,,,,
099078,,,,,,,,,,
099079,,,,,,,,,,
099080,,,,,,,,,,
099081,,,,,,,,,,
099082,,,,,,,,,,
099083,,,,,,,,,,
099084,,,,,,,,,,
099085,,,,,,,,,,
099086,,,,,,,,,,
099087,,,,,,,,,,
099088,,,,,,,,,,
099089,,,,,,,,,,
099090,,,,,,,,,,
099091,,,,,,,,,,
099092,,,,,,,,,,
099093,,,,,,,,,,
099094,,,,,,,,,,
099095,,,,,,,,,,
099096,,,,,,,,,,
099097,,,,,,,,,,
099098,,,,,,,,,,
099099,,,,,,,,,,
,,,,,,,,,,
